draw_date,n1,n2,n3,n4,n5,n6,jolly,superstar
2019-04-06,41,54,85,87,88,89,71,74
2019-04-04,7,29,38,49,66,70,41,58
2019-04-02,19,25,30,32,37,60,85,3
2019-03-30,1,10,20,28,47,55,6,40
2019-03-28,43,53,58,68,83,90,89,4
2019-03-26,14,27,45,47,52,84,12,84
2019-03-23,21,32,43,63,83,90,25,54
2019-03-21,27,32,52,59,69,90,75,62
2019-03-19,12,15,38,43,56,85,80,42
2019-03-16,49,61,63,77,87,88,13,23
2019-03-14,27,28,42,63,78,86,70,33
2019-03-12,13,37,58,66,67,88,6,85
2019-03-09,9,15,51,70,78,86,17,77
2019-03-07,8,42,51,62,80,84,24,85
2019-03-05,3,6,16,36,56,82,83,35
2019-03-02,19,34,37,40,66,69,25,65
2019-02-28,2,11,50,55,79,85,58,31
2019-02-26,13,25,27,52,66,75,16,69
2019-02-23,5,31,47,60,68,88,62,38
2019-02-21,11,16,43,59,87,90,31,39
2019-02-19,15,16,32,63,67,70,20,88
2019-02-16,10,17,42,59,61,80,65,64
2019-02-14,4,30,47,76,78,83,53,65
2019-02-12,14,28,64,69,84,90,27,90
2019-02-09,5,26,43,52,63,90,6,2
2019-02-07,9,26,27,49,54,76,51,9
2019-02-05,11,21,34,46,50,86,55,5
2019-02-02,37,42,52,80,86,88,45,77
2019-01-31,4,21,59,63,65,83,29,4
2019-01-29,6,11,29,65,87,90,15,67
2019-01-26,17,19,62,72,78,82,46,54
2019-01-24,3,19,40,49,60,82,12,62
2019-01-22,3,22,79,82,83,88,58,39
2019-01-19,1,15,45,48,60,80,2,44
2019-01-17,21,26,33,35,63,89,9,20
2019-01-15,8,43,51,56,57,87,25,18
2019-01-12,16,33,36,62,73,88,48,68
2019-01-10,2,39,66,76,86,87,15,67
2019-01-08,23,34,38,54,57,87,39,10
2019-01-07,3,8,28,45,55,58,1,36
2019-01-05,46,52,55,68,76,89,11,51
2019-01-03,1,35,52,56,64,70,79,69
2018-12-29,24,37,46,49,62,71,53,31
2018-12-27,36,43,44,49,78,82,18,25
2018-12-24,12,19,36,42,77,87,47,86
2018-12-22,4,14,16,51,64,88,65,69
2018-12-20,11,49,58,71,76,89,20,24
2018-12-18,39,61,68,69,70,86,73,2
2018-12-15,5,23,36,42,47,79,56,32
2018-12-13,7,9,12,21,30,41,44,19
2018-12-11,6,17,32,38,47,90,75,15
2018-12-10,7,37,52,73,87,88,44,66
2018-12-06,10,30,44,45,47,49,15,74
2018-12-04,6,31,37,47,71,78,8,25
2018-12-01,7,16,33,54,80,84,18,74
2018-11-29,6,22,27,36,62,76,28,35
2018-11-27,6,12,15,30,31,89,37,85
2018-11-24,30,38,63,68,77,80,45,11
2018-11-22,15,24,28,34,56,73,51,32
2018-11-20,3,9,43,48,61,83,7,4
2018-11-17,3,5,38,53,54,82,9,4
2018-11-15,6,12,34,36,40,66,82,77
2018-11-13,7,15,22,31,46,50,61,26
2018-11-10,9,15,20,46,50,84,3,50
2018-11-08,11,15,20,27,45,59,7,85
2018-11-06,4,16,24,42,51,84,14,10
2018-11-05,8,36,39,40,48,50,68,50
2018-11-03,23,35,40,79,86,87,13,85
2018-10-30,38,40,43,59,67,72,22,31
2018-10-27,3,12,35,51,59,80,34,22
2018-10-25,10,21,24,26,29,89,60,10
2018-10-23,6,30,49,56,64,81,42,21
2018-10-20,4,14,27,38,89,90,57,82
2018-10-18,16,23,50,73,80,88,89,63
2018-10-16,8,13,25,50,65,72,54,19
2018-10-13,14,36,39,46,55,59,64,80
2018-10-11,20,23,39,50,62,68,27,46
2018-10-09,10,36,49,53,77,85,35,52
2018-10-06,27,28,33,75,77,78,20,33
2018-10-04,15,30,72,79,86,90,70,76
2018-10-02,3,7,18,47,64,82,84,84
2018-09-29,34,54,77,80,81,87,18,70
2018-09-27,21,37,46,56,65,77,76,80
2018-09-25,17,24,57,64,70,89,76,27
2018-09-22,12,16,29,45,82,85,89,4
2018-09-20,15,18,56,67,72,74,6,5
2018-09-18,2,24,31,42,47,55,40,34
2018-09-15,3,26,34,61,84,87,67,89
2018-09-13,16,23,29,49,57,76,30,77
2018-09-11,59,61,63,65,71,84,12,23
2018-09-08,7,25,32,39,59,86,27,81
2018-09-06,2,23,34,52,76,87,58,86
2018-09-04,18,25,47,51,70,83,2,7
2018-09-01,1,4,19,23,55,68,28,13
2018-08-30,16,28,29,55,63,69,46,46
2018-08-28,1,26,39,43,73,89,55,17
2018-08-25,42,44,54,68,69,81,70,82
2018-08-23,14,23,32,34,40,80,73,22
2018-08-21,2,16,30,39,51,79,57,80
2018-08-18,7,14,27,66,70,81,76,59
2018-08-16,2,10,12,21,22,50,3,36
2018-08-14,21,43,45,57,67,83,37,83
2018-08-11,14,57,73,79,82,84,83,42
2018-08-09,31,32,46,54,73,90,47,2
2018-08-07,11,18,21,23,55,66,26,86
2018-08-04,23,39,53,56,64,84,22,90
2018-08-02,5,6,41,44,65,74,61,20
2018-07-31,23,32,49,53,61,85,87,51
2018-07-28,10,19,47,67,68,75,40,71
2018-07-26,21,34,53,72,80,84,73,76
2018-07-24,7,29,37,43,72,79,30,37
2018-07-21,22,36,38,56,59,67,52,83
2018-07-19,11,38,47,71,76,77,43,52
2018-07-17,30,35,44,60,72,76,23,46
2018-07-14,2,9,14,19,27,77,75,41
2018-07-12,3,13,18,24,74,89,34,40
2018-07-10,27,41,50,60,63,81,90,77
2018-07-07,3,51,55,64,77,79,34,1
2018-07-05,11,19,27,41,61,83,3,13
2018-07-03,28,33,38,41,66,72,31,3
2018-06-30,9,13,23,32,45,54,80,8
2018-06-28,28,36,55,76,81,89,16,28
2018-06-26,2,6,37,39,51,86,7,32
2018-06-23,4,17,29,55,67,70,72,49
2018-06-21,6,11,37,42,58,62,26,23
2018-06-19,1,7,25,40,68,75,84,89
2018-06-16,2,9,15,22,47,65,86,78
2018-06-14,5,37,51,65,79,81,30,49
2018-06-12,1,12,31,33,44,50,48,7
2018-06-09,13,32,41,51,61,86,42,77
2018-06-07,33,39,47,64,67,76,31,51
2018-06-05,6,10,11,21,71,75,26,14
2018-06-04,45,56,66,74,77,88,47,65
2018-05-31,9,57,64,66,69,86,2,82
2018-05-29,19,28,42,49,68,83,20,67
2018-05-26,20,27,32,55,69,90,60,58
2018-05-24,1,27,31,58,83,87,86,51
2018-05-22,12,13,19,37,62,72,40,54
2018-05-19,40,51,55,56,74,81,35,63
2018-05-17,16,33,34,74,79,80,64,73
2018-05-15,3,10,38,52,65,71,1,49
2018-05-12,29,49,50,56,64,78,89,51
2018-05-10,41,62,77,79,81,84,60,55
2018-05-08,17,18,41,57,58,75,83,52
2018-05-05,6,14,19,59,79,81,65,44
2018-05-03,9,19,31,39,77,82,22,15
2018-04-30,6,10,26,47,60,75,78,29
2018-04-28,2,25,41,42,74,87,13,54
2018-04-26,44,52,64,66,67,71,83,82
2018-04-24,31,41,44,67,75,82,39,5
2018-04-21,11,43,68,72,79,85,71,51
2018-04-19,5,17,20,44,62,80,48,22
2018-04-17,12,23,39,54,72,73,53,75
2018-04-14,1,10,31,44,58,80,70,42
2018-04-12,8,28,34,38,47,54,7,21
2018-04-10,27,35,46,68,72,82,81,3
2018-04-07,3,20,47,55,81,83,28,85
2018-04-05,7,27,55,63,73,77,33,37
2018-04-03,30,45,47,49,71,90,29,82
2018-03-31,1,6,7,9,45,79,80,17
2018-03-29,11,15,32,35,52,56,5,9
2018-03-27,10,16,35,63,73,83,20,66
2018-03-24,2,24,42,62,66,81,36,47
2018-03-22,20,23,29,37,39,72,44,59
2018-03-20,9,20,33,43,44,48,8,55
2018-03-17,7,35,52,85,88,90,72,87
2018-03-15,2,13,17,31,45,69,87,78
2018-03-13,19,33,42,65,78,85,74,51
2018-03-10,11,15,42,64,82,84,5,78
2018-03-08,22,50,52,65,66,89,57,69
2018-03-06,12,36,45,46,67,75,66,86
2018-03-03,2,19,62,74,81,83,56,39
2018-03-01,9,23,57,72,77,82,64,32
2018-02-27,48,56,66,83,86,89,6,67
2018-02-24,10,44,48,62,68,83,61,68
2018-02-22,9,40,45,70,76,81,39,28
2018-02-20,17,25,52,55,67,75,90,57
2018-02-17,5,17,37,40,55,79,31,66
2018-02-15,5,17,34,40,78,82,60,78
2018-02-13,3,11,38,53,70,71,27,24
2018-02-10,7,31,35,57,88,89,87,65
2018-02-08,24,25,30,43,47,90,77,83
2018-02-06,4,8,16,35,36,74,31,35
2018-02-03,1,8,19,28,34,87,43,11
2018-02-01,20,45,51,63,85,89,2,48
2018-01-30,22,39,47,49,77,89,80,49
2018-01-27,5,24,68,72,78,85,32,12
2018-01-25,15,38,48,52,66,71,39,7
2018-01-23,2,5,24,32,47,62,17,7
2018-01-20,27,48,50,74,76,84,19,61
2018-01-18,29,43,46,50,85,86,39,68
2018-01-16,9,29,51,53,74,76,28,12
2018-01-13,2,10,41,49,56,71,36,33
2018-01-11,3,25,28,37,71,82,75,36
2018-01-09,8,69,70,84,88,90,53,60
2018-01-08,15,18,24,33,48,64,58,31
2018-01-04,5,19,28,43,58,82,1,18
2018-01-02,1,19,26,44,61,89,84,64
2017-12-30,6,17,23,46,52,53,85,52
2017-12-28,10,28,33,43,50,80,34,21
2017-12-23,35,39,48,71,88,89,10,4
2017-12-21,12,25,50,59,67,88,24,22
2017-12-19,22,39,43,65,77,89,18,49
2017-12-18,24,55,71,73,85,90,2,41
2017-12-16,3,7,53,65,66,73,11,65
2017-12-14,25,33,39,59,72,74,22,69
2017-12-12,2,30,44,52,58,69,76,64
2017-12-09,21,24,48,51,60,82,88,34
2017-12-07,14,15,65,68,82,85,42,88
2017-12-05,10,34,45,63,81,83,41,88
2017-12-02,4,12,25,27,35,69,67,78
2017-11-30,5,17,19,33,43,63,15,3
2017-11-28,27,28,48,61,87,88,86,80
2017-11-25,16,20,22,42,54,62,52,6
2017-11-23,14,38,40,51,53,64,71,36
2017-11-21,32,40,41,47,56,72,58,59
2017-11-18,3,16,24,27,44,88,80,1
2017-11-16,2,12,16,26,51,73,46,32
2017-11-14,1,11,40,45,46,57,60,59
2017-11-11,16,31,33,51,75,80,21,74
2017-11-09,8,12,41,42,46,51,67,73
2017-11-07,2,6,34,69,77,86,15,12
2017-11-04,6,7,8,38,45,78,26,55
2017-11-02,11,31,46,48,65,68,28,76
2017-10-31,19,24,35,69,80,89,62,89
2017-10-28,7,11,17,28,32,79,80,41
2017-10-26,14,38,43,57,65,72,30,51
2017-10-24,6,45,47,61,74,80,32,61
2017-10-21,21,22,31,32,33,81,48,4
2017-10-19,16,17,58,66,71,72,12,57
2017-10-17,10,17,30,55,62,78,76,6
2017-10-14,2,13,50,75,85,90,44,1
2017-10-12,9,16,19,35,41,59,68,72
2017-10-10,4,26,52,65,66,72,1,87
2017-10-07,14,17,35,37,55,83,43,55
2017-10-05,14,33,48,61,65,80,46,79
2017-10-03,6,21,38,48,79,90,35,23
2017-09-30,7,12,21,22,39,90,71,45
2017-09-28,6,15,39,68,80,89,60,50
2017-09-26,13,18,19,46,58,60,57,10
2017-09-23,8,46,48,69,72,81,66,23
2017-09-21,13,16,27,48,67,77,8,45
2017-09-19,38,45,46,55,65,73,53,64
2017-09-16,22,35,36,55,63,86,47,3
2017-09-14,18,25,29,30,33,69,38,89
2017-09-12,7,10,25,26,37,68,41,4
2017-09-09,29,39,49,56,83,85,11,73
2017-09-07,11,29,64,68,70,85,48,17
2017-09-05,7,12,66,68,73,76,59,44
2017-09-02,2,49,57,60,71,77,40,11
2017-08-31,5,29,32,33,72,89,70,26
2017-08-29,21,23,54,73,84,88,33,1
2017-08-26,28,29,36,54,55,68,8,53
2017-08-24,40,45,54,72,85,88,50,79
2017-08-22,34,46,50,52,67,86,58,23
2017-08-19,18,29,34,47,48,60,25,45
2017-08-17,22,28,46,52,69,86,68,47
2017-08-14,34,44,46,47,64,88,72,83
2017-08-12,6,17,32,40,44,67,21,30
2017-08-10,3,5,24,41,48,80,71,30
2017-08-08,17,24,33,41,63,66,83,62
2017-08-05,14,19,50,69,75,90,67,18
2017-08-03,20,25,39,49,69,71,2,71
2017-08-01,1,8,28,54,82,90,5,25
2017-07-29,5,11,58,75,78,81,79,21
2017-07-27,5,15,52,60,77,84,28,10
2017-07-25,4,29,30,47,52,59,79,73
2017-07-22,6,22,26,33,51,88,68,87
2017-07-20,22,32,45,60,61,80,67,46
2017-07-18,17,34,42,47,75,85,49,36
2017-07-15,27,37,44,47,73,86,68,50
2017-07-13,2,11,26,62,74,78,88,63
2017-07-11,6,12,38,42,49,83,53,42
2017-07-08,6,8,32,54,80,82,75,62
2017-07-06,36,37,46,48,51,74,54,19
2017-07-04,21,37,58,75,81,85,12,11
2017-07-01,15,20,45,59,81,85,72,80
2017-06-29,16,19,38,40,58,79,26,50
2017-06-27,9,14,62,64,78,82,24,41
2017-06-24,2,18,20,23,30,75,26,41
2017-06-22,9,18,24,42,59,71,69,4
2017-06-20,38,46,54,76,82,86,17,12
2017-06-17,45,48,71,75,80,83,40,17
2017-06-15,6,24,28,32,78,83,13,66
2017-06-13,41,50,69,71,77,81,26,49
2017-06-10,19,54,56,57,67,69,21,79
2017-06-08,11,28,32,48,54,59,73,19
2017-06-06,7,12,26,46,56,70,13,18
2017-06-03,2,22,36,77,83,90,47,64
2017-06-01,7,15,27,37,56,58,32,18
2017-05-30,21,26,35,59,66,70,69,90
2017-05-27,16,34,57,64,65,78,49,47
2017-05-25,10,33,40,42,46,77,63,30
2017-05-23,10,18,23,34,61,75,35,79
2017-05-20,6,37,46,53,73,78,69,84
2017-05-18,1,19,47,61,70,87,37,60
2017-05-16,29,38,75,79,80,90,67,5
2017-05-13,4,15,21,22,44,77,54,84
2017-05-11,19,37,45,51,82,83,58,29
2017-05-09,3,25,63,70,75,78,65,13
2017-05-06,57,60,73,77,82,86,72,51
2017-05-04,15,20,33,39,65,75,7,71
2017-05-02,28,43,59,60,78,80,2,26
2017-04-29,8,14,25,41,79,84,85,70
2017-04-27,8,27,54,62,82,83,17,4
2017-04-24,8,17,28,35,74,82,13,61
2017-04-22,1,4,9,10,36,79,56,83
2017-04-20,3,14,52,67,72,82,61,20
2017-04-18,18,29,52,74,76,88,31,63
2017-04-15,6,20,35,36,55,59,52,31
2017-04-13,16,24,56,69,85,87,51,82
2017-04-11,5,57,59,69,81,86,77,83
2017-04-08,4,6,27,76,80,86,48,43
2017-04-06,15,16,21,24,53,89,31,15
2017-04-04,3,16,29,34,37,57,62,41
2017-04-01,8,46,68,70,76,86,39,66
2017-03-30,5,16,40,70,74,76,85,69
2017-03-28,3,6,20,54,72,90,71,71
2017-03-25,3,50,60,64,85,86,58,76
2017-03-23,25,39,48,74,86,89,67,18
2017-03-21,32,35,58,63,76,79,14,53
2017-03-18,14,41,60,74,79,80,18,79
2017-03-16,16,21,31,62,69,85,12,28
2017-03-14,16,21,53,74,79,80,27,10
2017-03-11,3,6,46,48,63,76,66,71
2017-03-09,4,17,39,40,50,58,15,52
2017-03-07,8,19,28,33,71,89,17,85
2017-03-04,2,11,26,51,64,87,37,37
2017-03-02,34,37,52,58,65,89,86,28
2017-02-28,19,22,44,45,71,76,3,87
2017-02-25,11,17,40,69,84,85,82,62
2017-02-23,9,11,21,37,86,90,17,12
2017-02-21,4,22,36,60,66,90,11,49
2017-02-18,7,13,24,36,37,86,33,61
2017-02-16,13,17,26,33,60,78,69,30
2017-02-14,9,14,19,35,48,65,2,65
2017-02-11,6,9,11,32,63,83,42,80
2017-02-09,18,25,35,38,45,75,20,44
2017-02-07,2,21,38,74,79,83,88,4
2017-02-04,13,18,34,51,62,81,20,67
2017-02-02,11,27,56,57,64,66,33,82
2017-01-31,14,15,16,43,49,77,8,86
2017-01-28,9,13,15,51,73,74,7,14
2017-01-26,43,48,49,51,60,75,29,70
2017-01-24,63,67,74,77,83,85,21,69
2017-01-21,6,55,63,68,76,80,37,21
2017-01-19,32,51,74,79,80,81,64,3
2017-01-17,16,44,49,57,60,81,51,78
2017-01-14,12,17,24,45,67,84,32,64
2017-01-12,14,16,30,34,52,73,28,44
2017-01-10,1,9,22,25,58,84,12,46
2017-01-07,2,8,62,79,81,88,32,35
2017-01-05,1,7,21,27,39,78,40,18
2017-01-03,9,12,27,32,45,77,3,64
2016-12-31,12,14,18,22,28,33,66,16
2016-12-29,31,33,38,58,76,85,25,37
2016-12-27,13,25,30,57,58,64,14,75
2016-12-24,1,19,21,32,48,86,3,5
2016-12-22,14,23,24,44,77,86,74,56
2016-12-20,10,11,29,47,58,73,43,69
2016-12-17,7,15,31,39,41,45,50,14
2016-12-15,9,30,31,53,67,86,42,74
2016-12-13,17,21,35,48,60,76,23,80
2016-12-12,6,39,52,65,68,86,30,66
2016-12-10,54,65,66,68,70,85,52,29
2016-12-06,24,51,56,64,65,73,34,1
2016-12-03,2,10,15,26,68,71,64,47
2016-12-01,11,20,31,56,63,72,28,48
2016-11-29,5,24,35,49,62,77,90,81
2016-11-26,41,42,44,47,68,69,80,5
2016-11-24,53,68,75,79,82,84,42,27
2016-11-22,8,21,44,77,80,86,62,51
2016-11-19,28,29,37,43,51,78,90,44
2016-11-17,2,20,23,41,44,59,29,38
2016-11-15,9,18,25,31,78,81,33,85
2016-11-12,9,12,20,22,75,90,77,44
2016-11-10,26,41,50,55,69,86,47,50
2016-11-08,31,32,60,75,81,84,62,24
2016-11-05,21,22,26,35,47,85,18,83
2016-11-03,21,35,56,66,68,79,15,77
2016-10-31,3,14,18,25,47,75,72,13
2016-10-29,1,7,13,17,40,49,80,46
2016-10-27,3,12,23,71,76,83,56,35
2016-10-25,4,40,54,65,83,85,73,82
2016-10-22,1,6,45,48,64,78,33,32
2016-10-20,2,43,65,66,67,90,44,27
2016-10-18,24,44,48,61,73,87,88,24
2016-10-15,4,7,36,72,78,81,20,40
2016-10-13,4,34,39,60,61,77,85,58
2016-10-11,11,12,17,53,71,76,90,62
2016-10-08,18,25,37,47,62,87,74,51
2016-10-06,2,12,26,52,59,80,16,4
2016-10-04,47,49,67,80,84,85,21,26
2016-10-01,18,19,57,74,80,82,29,89
2016-09-29,11,40,41,44,67,70,68,90
2016-09-27,36,41,55,81,83,85,51,7
2016-09-24,3,16,22,31,45,56,37,12
2016-09-22,4,11,34,49,55,83,85,14
2016-09-20,45,46,48,52,77,78,21,36
2016-09-17,2,4,10,59,68,88,58,31
2016-09-15,14,18,30,48,53,86,71,31
2016-09-13,9,22,48,66,68,83,62,48
2016-09-10,9,13,16,49,64,65,58,81
2016-09-08,6,12,47,51,60,79,54,67
2016-09-06,7,30,34,61,84,88,25,27
2016-09-03,4,29,35,46,82,85,13,41
2016-09-01,4,18,43,60,69,85,87,63
2016-08-30,6,9,17,47,66,86,21,49
2016-08-27,1,32,37,54,66,81,90,47
2016-08-25,16,28,40,43,57,61,8,5
2016-08-23,4,28,48,67,68,84,2,23
2016-08-20,10,29,35,44,49,65,50,57
2016-08-18,8,39,59,65,82,83,41,60
2016-08-16,9,12,18,63,64,73,88,76
2016-08-13,2,25,43,72,87,89,74,47
2016-08-11,31,65,78,85,89,90,34,80
2016-08-09,12,27,34,76,77,85,78,52
2016-08-06,23,34,58,61,71,77,53,18
2016-08-04,25,37,40,61,65,77,23,32
2016-08-02,34,54,57,84,89,90,44,48
2016-07-30,15,22,26,45,48,82,64,70
2016-07-28,29,37,38,61,63,85,59,48
2016-07-26,4,13,15,18,72,76,69,8
2016-07-23,1,30,42,61,76,88,71,52
2016-07-21,19,27,35,56,60,89,47,45
2016-07-19,4,10,28,29,48,52,3,80
2016-07-16,26,37,43,67,75,78,10,67
2016-07-14,38,56,61,67,72,82,87,60
2016-07-12,1,41,59,63,81,85,74,30
2016-07-09,12,34,44,45,53,68,81,82
2016-07-07,1,4,32,59,70,86,89,40
2016-07-05,22,26,43,50,59,65,20,35
2016-07-02,8,9,22,43,50,56,20,39
2016-06-30,30,31,32,34,50,51,75,24
2016-06-28,5,23,44,59,60,83,50,42
2016-06-25,11,14,44,54,85,87,35,46
2016-06-23,17,18,25,43,66,87,1,57
2016-06-21,4,30,31,45,49,85,11,67
2016-06-18,24,25,45,51,52,63,19,5
2016-06-16,18,19,29,47,59,68,21,53
2016-06-14,25,31,33,42,58,86,3,43
2016-06-11,27,30,34,40,52,68,50,51
2016-06-09,9,14,61,76,80,83,44,52
2016-06-07,24,29,45,63,65,70,8,59
2016-06-06,3,54,56,57,75,90,1,62
2016-06-04,8,10,18,64,85,87,3,40
2016-05-31,8,18,33,41,62,71,1,42
2016-05-28,3,5,12,17,44,51,18,39
2016-05-26,1,32,34,58,64,86,52,58
2016-05-24,14,16,45,47,48,86,23,45
2016-05-21,9,11,20,35,66,68,90,68
2016-05-19,15,39,54,62,71,74,60,30
2016-05-17,1,10,19,44,68,74,56,81
2016-05-14,11,19,56,72,73,75,90,68
2016-05-12,10,25,52,54,59,84,42,52
2016-05-10,25,26,49,54,55,66,16,50
2016-05-07,3,32,34,36,82,87,12,1
2016-05-05,7,20,25,32,75,90,12,84
2016-05-03,14,29,58,72,75,85,71,77
2016-04-30,22,38,47,51,61,85,87,48
2016-04-28,10,11,24,30,48,63,7,41
2016-04-26,38,49,51,59,77,90,35,10
2016-04-23,10,11,15,33,79,83,27,27
2016-04-21,1,15,30,50,54,62,71,82
2016-04-19,14,30,61,86,88,90,89,60
2016-04-16,8,12,23,58,86,89,62,36
2016-04-14,1,2,6,42,67,83,80,11
2016-04-12,34,50,55,72,79,89,1,3
2016-04-09,2,5,12,33,54,59,18,89
2016-04-07,38,42,45,59,66,87,5,26
2016-04-05,12,23,28,32,42,85,31,62
2016-04-02,2,24,65,75,81,88,6,79
2016-03-31,17,28,63,78,84,88,34,39
2016-03-29,29,55,65,71,73,77,5,2
2016-03-26,28,43,67,68,72,79,18,60
2016-03-24,14,24,26,57,67,89,28,5
2016-03-22,17,31,32,43,59,71,2,50
2016-03-19,18,41,51,56,72,76,68,61
2016-03-17,1,12,65,67,76,86,89,8
2016-03-15,2,4,17,19,38,56,80,23
2016-03-12,29,37,52,67,80,82,68,81
2016-03-10,9,16,18,22,65,71,84,50
2016-03-08,8,27,32,51,52,89,49,24
2016-03-05,6,8,68,77,80,86,27,39
2016-03-03,8,16,29,49,56,62,44,13
2016-03-01,15,20,25,30,45,55,73,24
2016-02-27,19,22,28,48,49,85,78,52
2016-02-25,14,33,52,67,71,81,80,35
2016-02-23,2,14,58,74,80,82,86,10
2016-02-20,29,32,33,49,54,85,16,44
2016-02-18,12,26,30,51,57,89,54,53
2016-02-16,2,10,27,34,38,40,72,46
2016-02-13,2,30,49,66,74,80,33,29
2016-02-11,17,27,45,53,71,74,21,59
2016-02-09,11,26,46,56,58,78,60,71
2016-02-06,10,24,36,63,77,89,81,39
2016-02-04,7,21,31,39,46,69,77,50
2016-02-02,19,38,40,56,65,80,35,1
2016-01-30,13,24,51,68,77,81,76,69
2016-01-28,2,6,15,39,80,83,47,48
2016-01-26,24,45,50,60,63,87,71,80
2016-01-23,4,5,8,14,32,49,18,1
2016-01-21,2,12,32,57,61,81,54,75
2016-01-19,13,18,35,43,51,66,72,27
2016-01-16,11,17,48,52,70,90,29,43
2016-01-14,5,8,17,41,46,87,30,57
2016-01-12,3,9,28,42,50,79,87,27
2016-01-09,20,26,36,50,51,74,83,60
2016-01-07,10,38,61,62,74,86,69,70
2016-01-05,7,20,40,56,60,90,76,51
2016-01-02,1,17,39,41,56,65,18,42
2015-12-31,15,26,29,77,81,90,37,48
2015-12-29,15,20,57,72,76,89,30,22
2015-12-28,5,38,48,52,81,88,65,2
2015-12-24,6,8,24,28,36,63,79,73
2015-12-22,18,22,23,57,60,69,14,6
2015-12-19,7,22,46,50,55,73,14,64
2015-12-17,11,44,56,81,83,87,9,6
2015-12-15,5,30,36,63,84,85,37,48
2015-12-12,18,20,46,47,55,66,75,38
2015-12-10,1,19,20,56,60,83,63,46
2015-12-09,21,54,62,63,82,83,37,25
2015-12-05,1,28,34,42,49,77,65,42
2015-12-03,38,46,53,65,77,84,80,63
2015-12-01,31,39,55,58,85,87,86,70
2015-11-28,20,23,28,51,65,81,87,68
2015-11-26,12,36,45,67,77,88,11,6
2015-11-24,52,54,70,80,82,84,66,82
2015-11-21,13,25,33,53,75,83,38,59
2015-11-19,25,28,44,52,87,89,10,9
2015-11-17,27,29,39,54,59,74,79,25
2015-11-14,19,56,73,84,85,86,2,80
2015-11-12,19,22,31,41,54,87,38,47
2015-11-10,8,31,33,38,66,77,3,61
2015-11-07,2,19,22,46,51,54,83,10
2015-11-05,17,21,29,33,43,62,85,75
2015-11-03,30,41,47,71,79,86,83,78
2015-10-31,6,25,26,52,86,88,61,80
2015-10-29,4,16,40,57,71,84,62,84
2015-10-27,13,15,48,50,74,83,84,50
2015-10-24,9,14,33,38,46,87,2,79
2015-10-22,1,6,32,50,51,81,4,27
2015-10-20,18,34,58,60,64,88,5,80
2015-10-17,4,6,61,63,65,72,9,9
2015-10-15,7,9,16,24,32,40,17,40
2015-10-13,35,36,63,71,75,89,15,90
2015-10-10,32,41,45,47,78,90,59,1
2015-10-08,23,32,33,55,84,90,2,5
2015-10-06,8,11,17,27,62,84,41,20
2015-10-03,2,4,14,31,43,61,11,42
2015-10-01,2,17,21,49,69,74,79,6
2015-09-29,17,25,41,45,57,82,22,38
2015-09-26,1,37,69,74,77,89,28,35
2015-09-24,1,32,36,61,78,80,79,85
2015-09-22,10,26,50,55,62,81,27,65
2015-09-19,9,32,40,49,52,60,5,89
2015-09-17,8,9,42,71,78,79,62,21
2015-09-15,9,17,20,32,35,56,24,19
2015-09-12,11,24,46,48,68,82,5,69
2015-09-10,10,14,15,34,75,88,1,79
2015-09-08,41,50,54,60,75,88,62,26
2015-09-05,24,30,36,42,71,86,32,26
2015-09-03,13,18,19,49,78,87,45,22
2015-09-01,13,30,38,48,50,77,29,64
2015-08-29,7,28,44,55,57,78,14,77
2015-08-27,2,4,12,40,50,80,13,89
2015-08-25,3,18,19,65,81,88,70,74
2015-08-22,6,7,9,14,17,35,27,87
2015-08-20,4,14,31,68,70,74,73,10
2015-08-18,20,30,45,50,76,86,3,1
2015-08-17,1,4,50,70,71,76,84,10
2015-08-13,4,17,34,41,66,78,30,64
2015-08-11,17,25,32,42,71,85,60,45
2015-08-08,3,7,17,26,55,72,41,89
2015-08-06,2,27,36,39,53,79,72,44
2015-08-04,34,53,77,78,83,89,87,83
2015-08-01,2,26,34,58,80,81,23,42
2015-07-30,13,18,25,26,35,61,60,56
2015-07-28,4,26,34,66,67,81,88,26
2015-07-25,2,20,21,40,45,65,15,19
2015-07-23,33,41,44,48,68,75,56,8
2015-07-21,1,21,63,70,79,84,25,24
2015-07-18,22,42,47,62,70,72,90,68
2015-07-16,22,27,29,49,69,87,73,86
2015-07-14,12,17,32,47,74,86,8,23
2015-07-11,8,30,34,39,42,58,80,1
2015-07-09,8,54,59,66,86,89,15,4
2015-07-07,19,25,31,78,83,88,18,86
2015-07-04,8,30,38,51,62,66,14,2
2015-07-02,8,17,30,61,78,88,56,15
2015-06-30,4,11,16,25,34,59,75,84
2015-06-27,17,22,45,48,53,61,26,65
2015-06-25,18,46,63,68,73,79,28,59
2015-06-23,20,24,26,33,42,80,29,34
2015-06-20,6,11,21,65,66,85,23,18
2015-06-18,18,21,28,62,84,90,41,48
2015-06-16,6,28,55,57,78,83,67,16
2015-06-13,19,35,36,38,45,80,17,5
2015-06-11,26,48,52,61,75,79,82,73
2015-06-09,15,21,58,80,82,86,49,64
2015-06-06,16,24,34,40,41,57,13,89
2015-06-04,14,17,23,45,87,88,46,14
2015-06-03,3,28,37,42,67,86,1,79
2015-05-30,13,33,39,56,65,86,52,75
2015-05-28,6,33,57,61,80,83,53,18
2015-05-26,6,9,21,69,77,78,90,80
2015-05-23,4,24,29,31,39,71,19,14
